Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
basement_1b752c58		Every one of them was identical to the lady Mushroom herself.	game/script.rpy	1924	"[what]"
basement_e439a25d	pov	W-what is this?	game/script.rpy	1925	pov "[what]"
basement_157ce7ca	m	Fool!	game/script.rpy	1926	m "[what]"
basement_8815f661		The mushroom appeared from the earth before you with a terrible crash.	game/script.rpy	1927	"[what]"
basement_02c39077	m	You have asked about what concerns you not, and so you will hear what pleases you not!	game/script.rpy	1928	m "[what]"
basement_818a3274	m	I gave you fair warning, darling. Now all your milk will spoil, all your bread will burn, your socks will always be wet, and you will live in torment for the rest of your days!	game/script.rpy	1930	m "[what]"
basement_74458d1e	pov	Noooooooo!	game/script.rpy	1931	pov "[what]"
basement_2257179c	m	Don't say I didn't tell you so.	game/script.rpy	1932	m "[what]"
basement_4d910c5b		You cried out and set about wailing and tearing your clothes and beating yourself upon the ground in pitiful anguish.	game/script.rpy	1933	"[what]"
basement_c5143696	pov	Please, Lady Mushroom, spare me your curse. If you do, I will tell you a story, the likes of which would cause you to go white with astonishment if you were to hear it.	game/script.rpy	1934	pov "[what]"
basement_409c98e8	m	Ha! Please.	game/script.rpy	1935	m "[what]"
basement_b786f4e9	m	I've talked with the ferns, who saw the dinosaurs rise and fall.	game/script.rpy	1936	m "[what]"
basement_c1dc44f1	m	I am one with the mosses and lichens of the land who are even older still. I have talked to ancient trees who saw the great fires and the great floods and still stand.	game/script.rpy	1937	m "[what]"
basement_c362c855	m	What could you possibly tell me that I don't already know?	game/script.rpy	1941	m "[what]" nointeract
basement_6e3304d6	pov	I'm on my way to the festival, and there will be people there from all over this great earth. Surely one of them will have a story you haven't heard before.	game/script.rpy	1944	pov "[what]"
basement_fcb480ef	pov	I'm seeking a way to escape being taken by my Godfather, the old man in heaven. Surely the story of my adventure will be unique enough for you.	game/script.rpy	1947	pov "[what]"
basement_f29c40bc	pov	I'm seeking a way to escape my Godfather, Lucifer. Surely the story of my adventure will be unique enough for you.	game/script.rpy	1949	pov "[what]"
basement_2a858eeb	pov	I'm seeking a way to escape my Godmother, Annihilation. Surely the story of my adventure will be unique enough for you.	game/script.rpy	1951	pov "[what]"
basement_e09dccbc		The Mushroom grew quiet as she thought over your proposal, and you prayed to the Most High (May He watch over us always) to deliver you from this terrible situation.	game/script.rpy	1952	"[what]"
basement_2ce3b864	m	Very well, dear. I'll let you go.	game/script.rpy	1953	m "[what]"
basement_588b3ff0	m	But be warned: If you fail to return to me this very night with the story you have promised me, then your punishment will be as tenfold.	game/script.rpy	1954	m "[what]"
basement_dc0d4b33	m	You will be fated to trip over a stone and into the ocean and drown, and when you die, your ghost will come back as a wild dog, and harry your mother and father all day and all night, nipping at their heels until they both fall into deep wells and turn into terrible black fish that will lie forever there at the bottom of those wells, moaning weakly and cursing their ungrateful child who has brought them such woe and devastation.	game/script.rpy	1955	m "[what]"
basement_74458d1e_1	pov	Noooooooo!	game/script.rpy	1957	pov "[what]"
basement_6944a9b5		She struck the ground. It opened before her and she disappeared into it instantly.	game/script.rpy	1958	"[what]"
basement_7f31271f		You set about beating yourself and rolling around the floor in even more pitiful devastation and horror than before, tears streaming from your eyes at this terrible curse.	game/script.rpy	1959	"[what]"
basement_5c20ec0d		Thus you went on your way to the festival, fretting and worrying all the while.	game/script.rpy	1962	"[what]"
basement_4b916869		Now you had two burdens: To escape the grip of your Godmother, and to find a story that could satisfy the disdainful Mushroom.	game/script.rpy	1964	"[what]"
basement_6ed50217		Now you had two burdens: To escape the grip of your Godfather, and to find a story that could satisfy the disdainful Mushroom.	game/script.rpy	1966	"[what]"
basement_a207d478		"Never again," you cried to yourself, "Will I ask of what concerns me not!"	game/script.rpy	1967	"[what]"
basement_690236e5		In an unlikely turn of events, you sat there and waited patiently, paying no mind to the mysterious door.	game/script.rpy	1970	"[what]"
basement_d2698305		(Some protagonist you turned out to be.)	game/script.rpy	1971	"[what]"
basement_f826fb25		Soon, the mushroom returned with a cup of water. You took a sip and then coughed violently.	game/script.rpy	1972	"[what]"
basement_a1700cdc	pov	Um, excuse me... this is full of compost.	game/script.rpy	1973	pov "[what]"
basement_e4b3252a	m	Yes of course, darling. It's the latest thing.	game/script.rpy	1974	m "[what]"
basement_4c323bc0	m	It's rich. It's bold. It's avant-garde. It may not be what you want right now, but it is what you need.	game/script.rpy	1975	m "[what]"
basement_41491814	m	So, what brings you back here?	game/script.rpy	1976	m "[what]"
basement_9e883e92		You told her of the terrible dilemma with your Godfather, our Dear Lord.	game/script.rpy	1978	"[what]"
basement_6852de75		You told her of the terrible dilemma with your Godfather, Old Nick.	game/script.rpy	1980	"[what]"
basement_d4b95377		You told her of the terrible dilemma with your Godmother, who rides a pale horse.	game/script.rpy	1982	"[what]"
basement_60c37906	m	Hmm. Quite the story, darling.	game/script.rpy	1983	m "[what]"
basement_99ad019c	m	I must say, you could certainly work on the pacing. And I think the obvious analogy you've drawn for 13th century France and the fragmentation of the Carolingian Empire was a tad heavy-handed. But it's a good start.	game/script.rpy	1984	m "[what]"
basement_28a3b94d	m	I know a bit about pale-faced Death. Her house is not far from here. Perhaps -	game/script.rpy	1986	m "[what]"
basement_c866934d		A large grandfather clock in the corner suddenly chimed, and she looked up with a start.	game/script.rpy	1987	"[what]"
basement_4eff28c6	m	Oh dear. Time marches on, even for me.	game/script.rpy	1988	m "[what]"
basement_03f57286	m	I'm sorry to be so rude but I'd better be off. Come back after the festival, and I may be able to help.	game/script.rpy	1989	m "[what]"
basement_7deece90	m	Please take care of yourself, dear. All of yourself.	game/script.rpy	1990	m "[what]"
basement_2e118bf6		And before you could reply to this strange remark, she took your cup and ushered you out of the door in an instant.	game/script.rpy	1991	"[what]"
basement_86cea738		You took up your bag and set off down the road once more.	game/script.rpy	1992	"[what]"
basement_3207b598	m	I'm afraid I don't know if I can help. I know a little about pale-faced Death, but I've never met your godfather.	game/script.rpy	1995	m "[what]"
basement_c866934d_1		A large grandfather clock in the corner suddenly chimed, and she looked up with a start.	game/script.rpy	1996	"[what]"
basement_4eff28c6_1	m	Oh dear. Time marches on, even for me.	game/script.rpy	1997	m "[what]"
basement_03f57286_1	m	I'm sorry to be so rude but I'd better be off. Come back after the festival, and I may be able to help.	game/script.rpy	1998	m "[what]"
basement_7deece90_1	m	Please take care of yourself, dear. All of yourself.	game/script.rpy	1999	m "[what]"
basement_2e118bf6_1		And before you could reply to this strange remark, she took your cup and ushered you out of the door in an instant.	game/script.rpy	2000	"[what]"
basement_86cea738_1		You took up your bag and set off down the road once more.	game/script.rpy	2001	"[what]"
basement_292e2963		You rushed back to the path, worried at any moment that you might be seen.	game/script.rpy	2004	"[what]"
basement_e034081f		"Thank goodness," you thought to yourself, "that I know not to ask of what concerns me not! That could led me to some kind of dangerous and magical adventure."	game/script.rpy	2005	"[what]"
basement_d14766b6		And so you continued on down the path, giving thanks to our Lord for your natural good sense.	game/script.rpy	2006	"[what]"
basement_0624b08b		You turned and kept on walking down the path, just as your mother taught you.	game/script.rpy	2012	"[what]"
basement_ca84aec7		You ignored the mushroom and walked deeper and deeper into the woods.	game/script.rpy	2016	"[what]"
thief1_52be5601		As you walked down the road thusly, sweating in the warmth of the summer night, you heard nothing.	game/script.rpy	2030	"[what]"
thief1_5119f10c		You saw no-one.	game/script.rpy	2031	"[what]"
thief1_1b6ae7d8		You were alone.	game/script.rpy	2032	"[what]"
thief1_7e507a6d		You continued on down the empty road.	game/script.rpy	2033	"[what]"
thief1_f6b59914		As you were walking down the road thusly, you came upon an old beggar-woman.	game/script.rpy	2039	"[what]"
thief1_dde7ec84		Her eyes were blind, and her back was crooked in 5 directions at once, and her hair floated all around her head like twisting grey fog, and she hobbled about with only the aid of an old cane to help her along.	game/script.rpy	2040	"[what]"
thief1_1a6d5c74	mys	Ho, young traveller.	game/script.rpy	2041	mys "[what]"
thief1_a568147b	mys	Might you lend a hand for a frail old woman? The woods are dark tonight, and I thought I heard howling from the space between the trees.	game/script.rpy	2045	mys "[what]" nointeract
thiefAccept_54ca720c		You took the old woman's arm to support her weight.	game/script.rpy	2052	"[what]"
thiefAccept_15e8af36	mys	FOOOOOL!	game/script.rpy	2053	mys "[what]"
thiefAccept_2d215876		In a flash her clothes tore asunder, and her mask fell to the ground, and you saw it was all nothing but a disguise.	game/script.rpy	2054	"[what]"
thiefAccept_63dc0024		In her stead stood the cunning and terrible form of the Master Thief!	game/script.rpy	2055	"[what]"
thiefAccept_a71e913d		Their hands shook under their midnight cloak.	game/script.rpy	2057	"[what]"
thiefAccept_2a201133		They wore a midnight cloak across their back and a cunning look on their sly face.	game/script.rpy	2059	"[what]"
thiefAccept_dda5ff77	t	That's right, it's me! Back again to steal your heart and tear this land asunder!	game/script.rpy	2060	t "[what]"
thiefAccept_370cfb5a	t	They'll never catch me, no matter how they try. I have placed my head in the wolf's mouth and never felt the sting of its jaws.	game/script.rpy	2063	t "[what]"
thiefAccept_a86ce1da	t	I have stolen fire and cheated death. I will live forever. There's nothing you can do to stop me now.	game/script.rpy	2064	t "[what]"
thiefAccept_7da90713		They laughed a high, feverish laugh and ran into the forest and out of sight.	game/script.rpy	2065	"[what]"
thiefAccept_938ec3b6	t	No law shall stand and no magistrate shall ever know peace, for as long as my legs can run!	game/script.rpy	2067	t "[what]"
thiefAccept_9a679437		And with a shout of laughter they demonstrated this, running their long legs into the forest and out of sight.	game/script.rpy	2068	"[what]"
thiefAccept_b88b9611		As soon as you tried to chase them you discovered that your clothes had been stolen off your back and replaced with origami paper replicas. Your belt was now a strip of seaweed, your socks were old moss, and you were wearing someone else's shoes.	game/script.rpy	2069	"[what]"
thiefChase_fe640abd		You chased after the mocking laughter of the Master Thief, tripping over your mismatched shoes. The shadowy figure darted through the trees as they shed disguises, wigs, belts, and the old cane.	game/script.rpy	2077	"[what]"
thiefChase_47d80c91		Finally, you caught up to the figure in a forest clearing, and grabbed it tight.	game/script.rpy	2078	"[what]"
